,rated,turns,winner,white_rating,black_rating,opening_ply
9664,True,38,white,1279,1408,7
9666,True,33,white,1497,1500,2
9667,True,105,white,1631,1563,7
9669,False,29,white,1563,1500,4
9671,False,49,white,1952,1563,5
9672,False,23,white,1352,1298,6
9674,False,71,white,1485,1352,7
9675,False,113,white,1563,1445,7
9677,False,84,white,1702,1375,5
9679,True,63,white,1394,1228,4
9682,True,101,white,2006,1960,2
9683,True,59,white,2043,2017,10
9686,True,79,white,2000,1920,2
9687,True,49,white,1999,1487,2
9688,True,33,white,1988,2010,2
9691,True,65,white,1955,1969,2
9700,True,61,white,1968,1809,2
9701,True,49,white,1956,1992,13
9702,True,48,white,1951,1718,4
9703,True,73,white,1942,1845,4
9705,True,19,white,1923,1862,3
9706,True,33,white,1915,1794,3
9708,True,85,white,2098,1920,5
9710,True,13,white,1904,1752,4
9711,True,59,white,1890,1959,2
9712,True,33,white,1895,1760,4
9714,True,30,white,1900,1725,3
9715,True,69,white,1890,1846,4
9719,True,29,white,1208,1500,4
9721,True,57,white,1339,1500,3
9724,True,21,white,1794,951,3
9726,True,16,white,1496,954,2
9727,True,23,white,1488,957,3
9728,True,3,white,1146,996,3
9730,True,63,white,1434,1041,6
9731,True,26,white,1659,1044,4
9732,True,53,white,1518,1050,5
9734,True,19,white,1298,1092,5
9736,True,15,white,1216,1191,1
9737,True,29,white,1777,1197,9
9742,True,57,white,1334,880,3
9745,False,123,white,1392,1500,2
9747,True,51,white,1761,1515,3
9748,True,33,white,1499,1268,3
9749,True,87,white,1491,1367,4
9751,True,83,white,1495,1342,4
9752,True,45,white,1504,1585,9
9753,True,47,white,1502,1128,5
9757,True,49,white,1496,1507,5
9759,True,35,white,1488,1698,9
9760,True,61,white,1479,1398,3
9761,True,64,white,1475,1165,3
9762,True,28,white,1469,1273,3
9763,True,57,white,1448,1748,10
9765,True,17,white,1440,1480,3
9767,True,41,white,1420,1420,4
9769,True,53,white,1414,1550,10
9771,True,15,white,1421,1236,3
9773,True,60,white,1409,1570,4
9774,True,41,white,1406,1035,5
9775,True,41,white,1401,1111,9
9778,True,169,white,1379,1563,10
9781,True,43,white,1379,1228,3
9784,True,31,white,1393,1483,9
9786,True,29,white,1555,1500,2
9787,False,35,white,1564,1503,4
9788,True,93,white,1465,1416,4
9793,True,39,white,1398,1544,1
9794,True,73,white,1511,1405,2
9797,True,99,white,1602,1424,3
9803,True,81,white,1704,1551,2
9805,True,94,white,1701,1758,4
9807,True,57,white,1703,1678,2
9808,True,56,white,1695,1600,2
9810,True,45,white,1700,1620,2
9813,True,67,white,1781,1715,6
9815,True,87,white,1720,1481,2
9817,True,39,white,1719,1856,2
9818,True,77,white,1458,1738,3
9819,True,78,white,1728,1689,2
9820,True,32,white,1717,1699,3
9823,True,89,white,1446,1725,4
9824,True,78,white,1721,1450,1
9825,True,83,white,1709,1695,2
9826,True,60,white,1697,1718,3
9827,True,80,white,1689,1578,2
9829,True,43,white,1681,1733,1
9831,True,89,white,1682,1350,2
9834,True,81,white,1699,1809,2
9835,True,55,white,1693,1521,2
9836,True,99,white,1680,1713,3
9837,True,79,white,1674,1491,2
9841,True,60,white,1662,1408,2
9842,True,40,white,1651,1629,3
9844,True,101,white,1655,1518,3
9845,True,51,white,1381,1583,3
9848,True,49,white,1685,1390,4
9849,True,37,white,1735,1500,3
9853,True,65,white,1760,1711,4
9855,True,57,white,1710,1777,3
9856,True,67,white,1750,1500,2
9857,True,31,white,1383,1500,4
9859,False,47,white,1342,1299,3
9861,True,11,white,1341,1259,2
9863,True,49,white,1336,1099,3
9864,False,27,white,1336,1190,2
9867,False,59,white,1336,944,3
9868,False,54,white,1336,1217,4
9869,False,51,white,1336,1273,4
9870,False,47,white,1202,1336,4
9871,False,50,white,1500,1354,4
9873,False,97,white,1404,1354,4
9875,False,41,white,1354,1289,3
9880,True,32,white,1362,1094,4
9882,True,25,white,1070,1265,1
9883,True,29,white,1257,1091,4
9885,True,3,white,1236,1150,1
9886,True,29,white,1535,1160,3
9888,True,9,white,1099,1290,1
9892,True,13,white,1498,1238,3
9894,True,13,white,1460,1500,4
9896,True,13,white,1041,1500,2
9899,False,28,white,1669,1149,5
9900,False,55,white,1149,1669,4
9901,False,11,white,1669,1149,4
9905,False,18,white,1672,1149,4
9907,False,5,white,1672,1149,3
9909,False,14,white,1672,1149,7
9911,False,45,white,1672,1149,4
9914,True,47,white,1125,1643,7
9921,True,69,white,2235,1500,9
9923,True,32,white,2216,2029,8
9924,True,31,white,2210,1912,4
9925,True,47,white,2202,1965,3
9927,True,51,white,1503,1500,1
9929,True,61,white,1028,1500,4
9931,True,53,white,2238,1742,6
9933,True,63,white,2235,1652,1
9938,True,65,white,2229,2077,17
9940,True,53,white,1694,1495,4
9942,True,69,white,1695,1702,1
9943,True,53,white,1709,1442,5
9944,True,31,white,1675,1722,7
9946,True,49,white,1707,1404,4
9947,True,71,white,1697,1660,8
9948,True,77,white,1552,1713,7
9949,True,29,white,1703,1679,3
9951,True,53,white,1685,1579,3
9954,True,101,white,1670,1522,3
9956,True,44,white,1650,1574,3
9957,True,56,white,1666,1661,7
9958,True,31,white,1773,1670,3
9962,True,35,white,1670,1542,3
9963,True,73,white,1502,1687,4
9967,True,3,white,1420,859,3
9968,True,2,white,1417,861,1
9971,True,3,white,1407,871,1
9972,True,2,white,1403,874,1
9974,True,3,white,1395,881,1
9975,True,3,white,1390,885,1
9976,True,3,white,1386,889,1
9977,True,3,white,1381,893,1
9979,True,3,white,1369,902,1
9981,True,2,white,1356,913,1
9982,True,2,white,1348,919,1
9984,True,3,white,1330,934,2
9986,True,2,white,1306,953,2
9987,True,2,white,1291,965,2
9988,True,2,white,1271,979,2
9989,False,27,white,1500,1271,11
9992,True,9,white,1393,1195,6
9993,True,43,white,1387,1228,2
9995,False,63,white,1195,1369,5
9996,False,95,white,1195,1369,3
10004,False,7,white,1023,879,3
10005,True,51,white,1354,1389,2
10007,True,103,white,1668,1427,4
10008,True,59,white,1337,1484,2
10010,True,69,white,1218,1452,3
10011,True,61,white,1946,1221,5
10012,True,37,white,1073,1371,5
10013,True,27,white,1208,1445,3
10014,True,61,white,1439,1282,4
10016,False,119,white,1146,1200,3
10017,True,31,white,1992,1816,12
10019,False,89,white,2102,1810,10
10022,False,77,white,2101,1805,13
10023,False,49,white,2101,1805,10
10024,False,71,white,2101,1805,8
10025,True,49,white,1784,2121,9
10027,True,35,white,1845,1781,11
10029,False,38,white,1500,1133,2
10030,True,3,white,1252,1168,2
10031,False,65,white,1392,1168,2
10033,True,85,white,1559,1230,1
10035,True,19,white,1552,1275,2
10036,True,37,white,1598,1301,3
10037,False,83,white,1500,1301,1
10038,True,11,white,1403,1393,1
10040,True,11,white,1693,1500,3
10041,True,37,white,1255,1142,2
10042,True,29,white,1475,1147,2
10043,True,57,white,1394,1152,3
10049,True,55,white,1171,1381,5
10051,True,9,white,1144,1226,3
10053,True,43,white,1383,1146,4
10056,True,2,white,1730,1327,1
10058,True,2,white,1720,1405,1
10060,False,10,white,1155,1203,2
10061,True,4,white,1448,1181,1
10062,True,7,white,1573,1403,2
10063,True,3,white,1845,1441,2
10064,True,15,white,1585,1441,2
10065,True,3,white,1842,1500,2
10067,True,5,white,1853,1500,2
10070,True,91,white,1567,1796,10
10072,True,55,white,1796,1669,4
10073,True,53,white,1774,1690,2
10074,True,75,white,1743,1738,6
10075,True,67,white,1735,1759,2
10076,True,65,white,1765,1654,5
10078,True,39,white,1687,1763,3
10079,True,87,white,1580,1716,1
10082,False,109,white,1500,1793,12
10083,False,53,white,1793,1750,4
10085,False,31,white,1793,850,4
10086,False,45,white,1793,1254,4
10087,True,149,white,2131,1924,9
10089,True,20,white,1276,1111,2
10092,True,71,white,1072,1111,1
10093,True,31,white,1271,1119,2
10095,True,55,white,1633,1131,1
10099,True,40,white,1339,1158,2
10100,True,11,white,1257,1169,5
10101,True,69,white,1216,1182,2
10103,True,18,white,1028,1220,2
10104,True,33,white,1201,1236,2
10105,True,17,white,1218,1294,2
10106,True,74,white,1202,1201,4
10107,True,87,white,1507,1207,2
10108,True,61,white,1517,1212,3
10111,True,39,white,1347,1460,1
10113,False,46,white,1500,1389,2
10115,True,83,white,1313,1491,2
10118,True,35,white,1296,1241,2
10119,True,139,white,1370,1226,1
10120,True,3,white,1325,1249,2
10121,True,45,white,1375,1314,4
10122,True,39,white,1502,1321,2
10123,True,39,white,1320,1343,3
10124,True,29,white,1418,1330,4
10125,True,47,white,1311,1433,2
10126,True,33,white,1505,1319,2
10130,True,60,white,1211,1258,3
10131,True,31,white,1242,1248,2
10132,True,3,white,1202,1261,2
10133,True,23,white,1299,1169,2
10134,True,45,white,1153,1322,4
10135,True,47,white,1662,1327,4
10139,True,65,white,1373,1303,4
10140,True,57,white,1279,1387,3
10142,False,65,white,1500,1411,4
10146,True,67,white,2182,2210,3
10147,True,149,white,2622,2188,3
10148,True,83,white,2199,2233,2
10150,True,45,white,2184,2200,7
10151,True,106,white,2183,2257,5
10152,True,53,white,1625,1363,4
10153,True,59,white,1587,1500,2
10155,False,75,white,2064,1947,4
10157,False,67,white,2044,1716,4
10158,False,49,white,2004,2004,3
10159,False,41,white,2004,1744,7
10163,False,85,white,1909,1598,2
10164,False,23,white,1886,1590,10
10165,False,41,white,1831,1733,6
10166,False,47,white,1769,1655,6
10167,False,71,white,1650,1651,5
10168,False,51,white,1500,1447,1
10169,True,19,white,1316,1293,5
10170,False,5,white,1392,1293,5
10171,False,14,white,1334,1293,5
10173,True,52,white,1705,1324,3
10174,True,17,white,1498,1500,4
10180,True,93,white,1441,1392,4
10182,False,19,white,2305,1500,12
10185,True,129,white,1679,1795,2
10186,True,65,white,1500,1689,5
10189,True,79,white,1504,1387,5
10190,False,53,white,1651,1364,3
10195,True,88,white,1510,1303,2
10197,True,39,white,1668,1313,4
10200,True,21,white,1382,1500,4
10202,True,43,white,1315,1301,2
10204,True,61,white,1338,1306,1
10205,True,77,white,1323,1395,2
10206,True,35,white,1302,982,1
10207,True,23,white,1464,1310,4
10209,True,22,white,1730,1849,4
10211,True,63,white,1850,1870,2
10212,True,117,white,1867,1524,2
10213,True,35,white,1410,1561,2
10214,True,47,white,1670,1575,2
10215,True,30,white,1325,1457,6
10219,True,47,white,1455,1298,4
10221,True,51,white,1892,1322,6
10223,True,78,white,1795,1234,8
10224,True,25,white,1484,1273,2
10226,True,12,white,1672,1322,7
10228,True,19,white,1685,1413,7
10232,False,49,white,2064,1889,4
10233,False,134,white,1834,2064,8
10234,False,41,white,2056,1841,10
10237,False,73,white,2066,1665,12
10240,False,91,white,2056,1684,6
10242,False,145,white,1800,2079,3
10243,False,102,white,2003,2162,2
10245,False,23,white,2158,1477,11
10246,False,77,white,2158,992,3
10247,False,85,white,2156,1640,9
10249,False,35,white,2155,1361,2
10250,False,67,white,2153,1555,4
10251,False,71,white,2152,1580,2
10253,True,85,white,1724,1824,7
10255,True,41,white,1412,1417,3
10256,True,51,white,2315,2200,14
10257,True,65,white,2196,1869,15
10258,True,51,white,1855,1202,7
10260,True,74,white,1386,1255,4
10261,True,33,white,1830,1263,4
10262,True,85,white,1781,1274,3
10263,False,9,white,1100,1500,5
10264,True,15,white,1613,1309,2
10266,False,8,white,1261,1174,4
10267,True,57,white,1589,1500,5
10268,True,121,white,1238,885,1
10269,True,57,white,1708,1500,5
10270,True,85,white,1706,886,8
10272,True,53,white,1437,892,2
10273,True,21,white,955,959,3
10274,True,43,white,1411,1500,4
10275,True,27,white,1149,1013,2
10276,True,51,white,1523,1009,1
10278,True,61,white,1366,1090,4
10279,False,41,white,1500,1005,2
10280,True,55,white,1130,1500,3
10282,True,47,white,1998,1358,5
10285,True,65,white,2015,1877,11
10287,True,79,white,2011,1511,4
10290,True,125,white,1432,2069,9
10295,True,93,white,1781,1516,11
10297,True,103,white,1939,1662,8
10298,True,59,white,1500,1500,6
10300,True,53,white,1777,1453,2
10302,False,41,white,1571,1487,8
10303,True,65,white,1620,1658,4
10304,True,55,white,1648,1630,3
10305,True,79,white,1619,1635,2
10308,True,34,white,1626,1628,6
10310,False,19,white,1500,1500,6
10312,False,11,white,1561,1718,4
10313,False,49,white,1703,1475,3
10315,False,25,white,1636,1417,4
10316,False,25,white,1500,1681,2
10318,True,34,white,1207,804,2
10319,True,29,white,1403,1389,2
10323,True,67,white,2206,2238,6
10327,True,41,white,2247,2094,6
10328,True,77,white,2240,2104,6
10330,True,43,white,2226,2119,8
10333,True,21,white,2225,2096,10
10334,True,136,white,2217,2135,3
10338,True,83,white,1130,1144,2
10339,True,53,white,1158,1500,2
10340,True,79,white,1658,1444,8
10344,True,33,white,1620,1565,5
10347,True,47,white,1527,1422,4
10351,True,39,white,1433,1515,4
10352,True,23,white,1387,1094,6
10354,True,39,white,1195,1491,4
10356,False,37,white,1433,1436,5
10360,False,31,white,1408,955,7
10365,False,17,white,1176,1398,2
10371,False,107,white,1412,1211,5
10374,False,59,white,1410,1337,3
10376,False,32,white,1393,1487,6
10377,False,61,white,1225,1552,4
10379,False,8,white,1678,1678,1
10380,False,37,white,1615,1727,5
10382,True,53,white,1568,1292,5
10383,True,29,white,1273,1653,3
10384,True,55,white,1580,1757,7
10385,True,72,white,1711,1622,5
10387,True,57,white,1480,1393,7
10391,True,47,white,1500,1341,4
10392,True,23,white,1419,1362,4
10394,True,37,white,1500,1535,4
10395,True,103,white,1506,1588,4
10396,True,87,white,1501,1221,4
10397,True,47,white,1677,1508,9
10398,True,55,white,1627,1515,6
10399,False,63,white,1515,1448,2
10400,True,43,white,1494,1843,2
10401,True,57,white,1690,1501,4
10402,True,31,white,1784,1505,7
10404,True,47,white,1703,1366,4
10405,True,18,white,1352,1380,3
10413,True,83,white,1453,1389,2
10415,False,103,white,1466,1529,4
10416,False,26,white,1466,1297,4
10424,False,39,white,1466,1500,1
10427,True,101,white,1251,1166,5
10429,True,29,white,1580,1257,3
10430,False,111,white,1068,807,3
10431,False,97,white,1068,807,3
10433,False,91,white,1076,807,5
10435,False,25,white,1076,807,3
10436,False,45,white,1011,1076,3
10437,False,101,white,1076,1011,3
10439,True,17,white,1529,1088,2
10440,True,17,white,1671,1094,1
10441,True,23,white,1444,1118,1
10443,True,13,white,1375,1167,2
10444,False,21,white,1501,1030,3
10445,True,20,white,1312,1274,1
10446,True,23,white,1410,1500,3
10447,True,47,white,1198,1571,1
10448,True,3,white,1500,1202,1
10449,False,31,white,1500,1209,8
10451,True,115,white,1527,1212,7
10452,True,71,white,1188,1597,7
10453,True,37,white,1174,1500,7
10455,False,31,white,1174,1500,5
10457,False,95,white,1174,1500,1
10458,False,107,white,1500,1174,4
10461,True,36,white,2059,1640,4
10462,True,69,white,1500,1422,3
10463,True,47,white,1667,1500,5
10464,True,36,white,1348,1557,5
10465,True,73,white,1550,1500,7
10467,True,21,white,1581,1500,4
10468,True,12,white,1571,1558,4
10469,True,35,white,1560,1522,6
10471,True,47,white,1560,1547,4
10474,True,91,white,1520,1521,6
10475,True,81,white,1511,1418,5
10476,True,193,white,1501,1447,2
10478,True,69,white,1513,1350,5
10479,True,119,white,1501,1499,5
10480,True,123,white,1486,1568,9
10484,True,29,white,1533,1131,5
10485,True,135,white,1524,1448,1
10486,True,47,white,1515,1421,4
10487,True,23,white,1510,1283,5
10488,True,77,white,1498,1537,4
10489,True,47,white,1489,1500,4
10491,True,39,white,1470,1438,6
10493,True,53,white,1772,1485,4
10494,True,46,white,1475,1387,1
10496,True,11,white,1213,1489,4
10499,True,57,white,1352,1541,3
10500,False,27,white,1392,1254,7
10501,True,57,white,1535,1318,2
10502,True,89,white,1338,1539,2
10506,True,113,white,2084,2066,10
10507,True,149,white,2074,1908,4
10509,True,59,white,2060,1792,7
10511,True,47,white,2047,1710,8
10512,True,117,white,2136,2062,4
10514,True,59,white,2063,2027,4
10515,True,117,white,2048,1924,6
10516,False,31,white,1804,1997,9
10517,True,55,white,2051,2072,6
10518,True,67,white,2057,1923,6
10521,True,53,white,2003,2078,5
10522,True,52,white,1996,1618,5
10526,True,43,white,1653,1711,4
10528,True,49,white,1692,1674,3
10529,True,91,white,1709,1685,6
10530,True,69,white,1631,1698,3
10535,True,49,white,1689,1770,5
10536,True,59,white,1763,1698,2
10537,True,86,white,1693,1477,5
10538,True,85,white,1664,1706,8
10542,True,51,white,1757,1687,4
10544,True,113,white,1663,1667,6
10545,True,13,white,1651,1641,5
10548,True,59,white,1610,1617,7
10549,True,79,white,1754,1618,6
10553,True,79,white,1721,1573,9
10554,True,73,white,1557,1614,9
10558,True,39,white,1656,1577,2
10559,True,25,white,1557,1713,6
10560,True,51,white,1686,1567,5
10561,True,95,white,1606,1579,3
10562,True,45,white,1519,1597,3
10564,True,35,white,1610,1500,6
10565,True,33,white,1612,1626,9
10567,True,117,white,1595,1583,5
10568,True,63,white,1696,1607,9
10572,True,113,white,1508,1586,3
10573,True,97,white,1573,1465,4
10577,True,13,white,1812,1797,4
10579,True,99,white,1577,1571,4
10581,True,46,white,1605,1403,6
10583,True,42,white,1691,1335,4
10585,True,53,white,1238,1811,6
10586,True,47,white,1806,1199,5
10590,True,81,white,1782,1325,7
10591,True,57,white,1770,1321,4
10593,True,33,white,1697,1405,5
10594,True,65,white,1687,1108,4
10596,False,33,white,1624,1620,9
10598,False,71,white,1677,1620,9
10599,True,65,white,1595,1416,3
10604,False,47,white,1521,1500,2
10607,True,7,white,1245,906,3
10608,False,5,white,1090,837,2
10609,True,15,white,1576,910,1
10611,True,39,white,1317,920,2
10612,True,53,white,1500,850,3
10613,True,19,white,1497,924,2
10614,True,9,white,1500,848,2
10615,True,7,white,1129,954,2
10620,True,75,white,1344,1325,3
10623,True,29,white,1526,1388,9
10627,True,76,white,1310,1189,3
10628,True,63,white,1763,1318,4
10629,True,115,white,1582,1769,3
10631,False,75,white,1300,1375,4
10633,False,57,white,1484,1303,4
10634,False,43,white,1368,1484,4
10636,True,2,white,1461,828,2
10638,True,2,white,1459,832,2
10639,True,2,white,1442,834,2
10641,True,2,white,1376,838,1
10643,True,2,white,1373,846,1
10645,True,2,white,1369,854,1
10647,True,2,white,1366,863,1
10649,True,2,white,1362,873,1
10651,True,2,white,1359,884,1
10653,True,2,white,1355,897,2
10655,True,2,white,1351,912,2
10657,True,2,white,1346,930,1
10659,True,2,white,1341,952,1
10661,True,2,white,1335,981,2
10663,True,2,white,1332,1001,2
10665,True,2,white,1324,1058,2
10667,True,2,white,1319,1106,2
10669,True,2,white,1302,1500,2
10671,True,75,white,1429,1461,4
10673,True,37,white,1490,1463,9
10674,True,48,white,1370,1487,4
10675,True,82,white,1464,1425,3
10677,True,77,white,1499,1364,3
10678,True,159,white,1487,1527,3
10679,True,77,white,1476,1452,2
10680,True,81,white,1467,1408,2
10682,True,83,white,1510,1346,3
10684,True,45,white,1487,1542,2
10685,True,55,white,1524,1436,4
10686,True,133,white,1519,1288,2
10688,True,63,white,1538,1423,3
10690,True,87,white,1563,1351,3
10691,True,29,white,1554,1479,2
10692,False,49,white,1559,1451,3
10693,False,17,white,1551,1459,3
10694,True,61,white,1558,1414,4
10695,True,75,white,1544,1354,3
10696,True,64,white,1535,1447,2
10699,True,61,white,1571,1437,2
10700,True,15,white,1565,1393,3
10702,True,83,white,1558,1389,3
10703,True,66,white,1547,1543,2
10712,True,63,white,1447,1389,3
10713,True,59,white,1278,1104,6
10715,True,53,white,1387,1562,2
10717,True,19,white,1412,1399,6
10719,True,49,white,1321,1401,5
10723,True,19,white,1488,1417,6
10724,True,101,white,1404,1476,2
10726,True,95,white,1447,1413,7
10727,True,71,white,1506,1422,4
10730,True,23,white,1198,1413,3
10733,True,103,white,1424,1425,2
10737,True,61,white,1570,1419,4
10742,True,3,white,1427,1399,3
10747,True,37,white,1640,1393,6
10750,True,103,white,1268,1405,3
10751,True,33,white,1908,1479,3
10753,False,24,white,1788,1245,5
10754,False,35,white,1245,1011,1
10761,True,83,white,1967,1152,6
10762,True,55,white,1619,1155,5
10764,True,93,white,1146,1055,4
10765,True,46,white,1562,1149,2
10766,False,12,white,1195,1000,1
10768,True,33,white,1099,1166,4
10769,True,4,white,1282,1180,3
10770,True,11,white,1274,1194,4
10771,True,9,white,1457,1202,4
10772,True,11,white,1510,1208,1
10773,True,21,white,1508,1214,4
10774,True,13,white,1283,1232,4
10777,True,16,white,1885,1291,4
10778,True,11,white,1375,1311,4
10782,True,17,white,1860,1381,4
10783,True,15,white,1661,1392,2
10785,True,29,white,1670,1432,4
10786,True,57,white,1290,1449,5
10787,True,19,white,1442,1297,9
10788,True,63,white,1478,1453,3
10790,True,23,white,1426,1408,9
10792,True,2,white,1409,1723,2
10794,True,85,white,1711,1427,5
10795,True,53,white,1626,1433,2
10798,True,41,white,1775,1426,4
10800,True,61,white,1578,1438,5
10801,True,93,white,1507,1448,5
10803,True,51,white,1402,1462,7
10805,True,59,white,1449,1731,8
10806,True,39,white,1436,1478,7
10808,True,104,white,1501,1436,4
10812,True,41,white,1497,1445,3
10813,True,10,white,1531,1454,7
10814,True,35,white,1439,1545,3
10815,True,21,white,1567,1447,4
10816,True,47,white,1953,1448,6
10817,True,91,white,1553,1457,5
10820,True,53,white,1431,1539,6
10822,True,19,white,1583,1426,4
10823,True,102,white,1694,1430,8
10825,True,26,white,1436,1432,5
10827,True,131,white,1726,1432,5
10828,True,78,white,1627,1438,8
10829,True,58,white,1889,1440,9
10830,True,63,white,1427,1447,2
10832,False,35,white,1076,842,2
10833,True,19,white,966,869,3
10836,False,45,white,1028,869,4
10838,False,21,white,1028,869,2
10839,True,21,white,1015,897,2
10841,False,87,white,1507,927,2
10842,False,65,white,1665,927,2
10845,True,3,white,1828,1500,2
10848,True,35,white,1311,1320,6
10849,True,39,white,1398,1412,7
10850,True,51,white,1348,1183,2
10852,True,27,white,1381,1575,10
10853,True,43,white,1500,1219,6
10854,False,19,white,899,1139,4
10855,True,27,white,1224,1289,5
10856,True,40,white,1207,1367,4
10857,True,89,white,1359,1214,5
10860,False,55,white,1082,1500,5
10861,True,33,white,1429,1212,4
10862,True,65,white,1177,1217,4
10866,True,49,white,1253,1247,1
10867,True,69,white,1044,1181,7
10868,True,83,white,1391,1263,7
10873,True,49,white,1399,1238,4
10874,True,101,white,1400,1246,3
10875,True,51,white,1232,1266,4
10876,True,73,white,1215,1326,4
10880,True,85,white,1197,1023,4
10881,False,55,white,1171,1070,4
10882,True,51,white,1185,1125,4
10883,True,93,white,1170,1192,3
10884,True,31,white,1155,1170,4
10885,False,51,white,1500,1410,6
10891,True,23,white,1500,1568,6
10894,True,48,white,1500,1575,7
10896,True,37,white,1500,1370,8
10897,False,75,white,1565,1549,3
10899,False,57,white,1525,1524,8
10903,False,48,white,1390,1319,2
10906,True,113,white,1308,1205,3
10907,True,55,white,1286,1280,1
10908,True,75,white,1260,1313,1
10914,True,75,white,2003,1316,2
10917,True,39,white,1303,1353,7
10919,True,41,white,1373,1271,3
10922,True,55,white,1282,1129,1
10923,True,101,white,1466,1318,3
10925,True,21,white,1668,1360,5
10927,True,51,white,2117,1458,9
10929,True,13,white,1500,1350,5
10930,True,75,white,1459,1500,3
10931,True,35,white,1449,1462,4
10934,True,53,white,1472,1435,3
10936,True,59,white,1401,1496,3
10942,True,61,white,1456,1441,6
10943,True,73,white,1445,1454,6
10944,True,77,white,1509,1454,2
10946,True,157,white,1440,1465,3
10947,True,67,white,1500,1472,12
10948,True,23,white,1464,1362,6
10950,True,49,white,1457,1487,10
10951,True,33,white,1478,1422,7
10952,True,89,white,1507,1488,3
10953,True,37,white,1540,1489,9
10956,True,77,white,1487,1521,1
10959,True,55,white,1498,1446,3
10962,True,75,white,1502,1394,3
10968,False,35,white,1500,1487,2
10969,True,37,white,1478,1423,5
10971,True,71,white,1457,1448,5
10972,True,151,white,1462,1468,3
10975,True,77,white,1462,1424,5
10976,True,8,white,1551,1159,2
10978,True,37,white,1577,1217,2
10981,True,19,white,1500,1500,3
10983,True,67,white,1277,1500,2
10984,False,175,white,1896,1619,4
10985,False,55,white,1481,1750,9
10986,False,47,white,1426,1458,18
10989,False,147,white,1629,1510,5
10992,False,131,white,1760,1529,6
10994,True,56,white,1533,1593,7
10996,True,55,white,1537,1560,8
10998,True,23,white,1548,1729,8
11000,True,85,white,1551,1573,4
11001,True,48,white,1549,1109,4
11002,True,7,white,1536,1232,4
11003,True,35,white,1518,1762,7
11005,True,56,white,1514,1255,7
11008,True,65,white,1509,1253,5
11010,True,25,white,1509,1499,7
11011,True,39,white,1506,1133,5
11014,True,53,white,1500,1451,5
11016,True,29,white,1489,1589,2
11021,True,49,white,1515,1437,5
11022,True,7,white,1508,1373,6
11027,True,57,white,1524,1714,5
11028,True,39,white,1521,1150,4
11031,True,81,white,1976,1755,8
11034,False,59,white,1398,1500,3
11035,False,41,white,1500,1500,3
11037,False,85,white,1452,1500,5
11039,True,51,white,1906,1857,6
11040,True,73,white,1897,1027,8
11041,True,81,white,1500,1814,8
11042,True,37,white,1456,1193,5
11045,True,85,white,1944,1674,4
11046,True,95,white,1777,1785,5
11049,True,10,white,1381,1500,3
11050,True,14,white,1646,1381,4
11053,True,85,white,1603,1641,1
11055,True,13,white,1798,1654,3
11056,True,101,white,1617,1666,1
11060,True,73,white,1809,1647,4
11065,True,96,white,1604,1523,3
11067,True,51,white,1735,1602,4
11069,True,45,white,1645,1603,4
11070,True,63,white,2222,1604,1
11071,True,75,white,1666,1613,4
11075,True,87,white,1704,1590,1
11076,True,47,white,1612,1601,4
11077,True,37,white,1692,1609,3
11079,True,35,white,1816,1602,6
11086,True,89,white,1566,1558,1
11090,True,141,white,1666,1566,3
11091,True,89,white,1594,1576,3
11095,True,55,white,1696,1548,1
11097,True,45,white,1557,1549,3
11098,True,89,white,1577,1559,3
11101,True,53,white,1484,1500,5
11102,False,30,white,2179,1593,5
11104,True,74,white,1870,1676,4
11106,True,73,white,1432,1500,4
11113,True,67,white,1500,1626,6
11115,True,25,white,1500,1584,9
11117,False,41,white,1500,1229,16
11119,True,69,white,1533,1586,1
11121,True,65,white,1550,1564,3
11125,True,69,white,1598,1359,2
11128,False,39,white,1500,1280,2
11129,True,15,white,1673,1500,3
11130,True,23,white,1356,1135,2
11131,True,59,white,1349,1141,3
11137,True,37,white,1491,1150,2
11138,True,33,white,1453,1154,2
11140,True,35,white,1854,1162,3
11142,True,95,white,1620,1157,2
11145,True,27,white,1573,1170,3
11146,True,81,white,1242,1181,1
11151,True,7,white,1178,1339,1
11152,True,37,white,1468,1182,3
11154,True,55,white,1294,1201,3
11156,True,95,white,1378,1194,1
11158,True,103,white,1203,1185,3
11159,True,71,white,1236,1197,4
11162,False,45,white,1278,1057,2
11163,True,35,white,1148,1114,1
11165,True,55,white,1632,1128,4
11167,True,61,white,1347,1110,3
11169,True,19,white,1300,1108,2
11171,True,21,white,1569,1108,3
11173,True,35,white,1312,1118,3
11174,True,21,white,1567,1120,3
11175,True,53,white,1905,1843,2
11177,True,59,white,1888,1793,4
11178,True,43,white,1879,1826,12
11179,True,43,white,1921,1889,2
11180,True,63,white,1881,1777,4
11181,True,57,white,1823,1894,3
11182,True,91,white,1891,1904,3
11183,True,61,white,1895,1858,3
11184,True,103,white,1879,1906,2
11185,True,57,white,1882,1959,3
11188,True,99,white,1788,1868,4
11189,True,45,white,1856,1895,12
11191,True,53,white,1839,1805,5
11194,True,73,white,1833,1752,7
11195,True,85,white,2069,1837,5
11196,True,69,white,1953,1844,5
11197,True,43,white,1838,1979,2
11198,True,73,white,1976,1845,3
11199,True,59,white,1835,1812,3
11200,True,73,white,1826,1792,7
11202,True,99,white,2121,1838,2
11204,True,67,white,1816,1841,3
11205,True,89,white,1837,1852,4
11206,True,87,white,1844,1769,4
11207,True,111,white,1926,1852,5
